Point1		308.92
Point2		308.93
Point3		309.82
Point4		308.83
Point5		309.88
Point6		308.81
Point7		309.11
Point8		309.18
Point9		310.1
Point10		309.85
Point11		310.71
Point12		310.13
Point13		315.3
Point14		313.78
Point15		312.03
Point16		317.49
