"Convergence history of Static Temperature on point1 (in SI units)"
"Flow Time" "Vertex Maximum Static Temperature"
1. 307.9623413085938
2. 307.9627075195312
3. 307.9629516601562
4. 307.9631958007812
5. 307.96337890625
6. 307.9635620117188
7. 307.9638061523438
8. 307.9640197753906
9. 307.9642333984375
10. 307.9644775390625
11. 307.9646911621094
12. 307.9649047851562
13. 307.9651489257812
14. 307.9653930664062
15. 307.9656372070312
16. 307.9658813476562
17. 307.9661560058594
18. 307.9664306640625
19. 307.9666748046875
21. 307.9672546386719
23. 307.9678344726562
25. 307.9684448242188
27. 307.9691162109375
29. 307.9697570800781
31. 307.9704284667969
33. 307.9711303710938
35. 307.9718627929688
37. 307.9725952148438
39. 307.9732971191406
41. 307.9740600585938
43. 307.9747924804688
45. 307.9755859375
47. 307.9763488769531
49. 307.9772033691406
51. 307.9779968261719
53. 307.9787902832031
56.5 307.9801330566406
61.5 307.982177734375
66.5 307.9842529296875
71.5 307.986328125
76.5 307.9884338378906
81.5 307.990478515625
86.5 307.9925537109375
91.5 307.9946594238281
96.5 307.9967346191406
101.5 307.9988098144531
106.5 308.0008544921875
111.5 308.0029296875
116.5 308.0049438476562
121.5 308.0070495605469
126.5 308.0090942382812
131.5 308.0111694335938
136.5 308.0132446289062
141.5 308.015380859375
146.5 308.0174865722656
151.5 308.0196228027344
156.5 308.0217895507812
161.5 308.0240173339844
166.5 308.0262145996094
171.5 308.0284729003906
176.5 308.0307922363281
181.5 308.0331115722656
186.5 308.0354919433594
191.5 308.0379333496094
196.5 308.0404357910156
201.5 308.04296875
206.5 308.0455932617188
211.5 308.0482177734375
216.5 308.0509338378906
221.5 308.0537109375
226.5 308.0565185546875
231.5 308.0594482421875
236.5 308.0623779296875
241.5 308.0653991699219
246.5 308.0685119628906
251.5 308.0716857910156
256.5 308.0749206542969
261.5 308.0782165527344
266.5 308.0816345214844
271.5 308.0850524902344
276.5 308.0885925292969
281.5 308.0922241210938
286.5 308.0958251953125
291.5 308.099609375
296.5 308.1033935546875
301.5 308.1072692871094
306.5 308.1112060546875
311.5 308.115234375
316.5 308.1192932128906
321.5 308.1234741210938
326.5 308.1277160644531
331.5 308.1319580078125
336.5 308.1363525390625
341.5 308.1407470703125
346.5 308.145263671875
351.5 308.1497802734375
356.5 308.1544189453125
361.5 308.1590881347656
366.5 308.1638488769531
371.5 308.1686096191406
376.5 308.1734313964844
381.5 308.1783447265625
386.5 308.1832885742188
391.5 308.1882934570312
396.5 308.193359375
401.5 308.198486328125
410. 308.2070617675781
420. 308.2175903320312
430. 308.2283325195312
440. 308.2391662597656
450. 308.2501831054688
460. 308.2613830566406
470. 308.2726745605469
480. 308.2841796875
490. 308.2957153320312
500. 308.307373046875
510. 308.3191528320312
520. 308.3309936523438
530. 308.3429260253906
540. 308.3548889160156
550. 308.366943359375
560. 308.3790588378906
570. 308.3912048339844
580. 308.4033508300781
590. 308.4155883789062
600. 308.4277648925781
610. 308.4400024414062
620. 308.4522399902344
630. 308.4644470214844
640. 308.4766235351562
650. 308.4888610839844
660. 308.5010681152344
670. 308.51318359375
680. 308.5253601074219
690. 308.5374145507812
700. 308.5494689941406
710. 308.5614624023438
720. 308.5734558105469
730. 308.5853576660156
740. 308.5972290039062
750. 308.6089477539062
760. 308.6206970214844
770. 308.6323547363281
780. 308.6439514160156
790. 308.6554565429688
800. 308.6669006347656
810. 308.6782531738281
820. 308.6895751953125
830. 308.7007446289062
840. 308.7118835449219
850. 308.722900390625
860. 308.73388671875
870. 308.7446899414062
880. 308.7555236816406
890. 308.7661743164062
900. 308.7767944335938
910. 308.7872619628906
920. 308.7976989746094
930. 308.8080139160156
940. 308.8182067871094
950. 308.8283081054688
960. 308.8383483886719
970. 308.8482971191406
980. 308.8581237792969
990. 308.8678588867188
1000. 308.8774719238281
1010. 308.8870239257812
1020. 308.896484375
1030. 308.9057922363281
1040. 308.9151000976562
1050. 308.9242248535156
