"Convergence history of Static Temperature on point12 (in SI units)"
"Flow Time" "Vertex Maximum Static Temperature"
1. 308.8057861328125
2. 308.8079833984375
3. 308.8096618652344
4. 308.8111267089844
5. 308.8124389648438
6. 308.8136291503906
7. 308.814697265625
8. 308.815673828125
9. 308.8165893554688
10. 308.8174743652344
11. 308.8183288574219
12. 308.8191528320312
13. 308.8199462890625
14. 308.8207092285156
15. 308.8214721679688
16. 308.8222045898438
17. 308.8229064941406
18. 308.8236083984375
19. 308.8243103027344
21. 308.8256225585938
23. 308.8269348144531
25. 308.8282165527344
27. 308.8294677734375
29. 308.8306884765625
31. 308.8319091796875
33. 308.8331298828125
35. 308.8342895507812
37. 308.8354797363281
39. 308.836669921875
41. 308.8378295898438
43. 308.8389892578125
45. 308.8401489257812
47. 308.8413391113281
49. 308.8424987792969
51. 308.8436584472656
53. 308.8448486328125
56.5 308.8468017578125
61.5 308.8497009277344
66.5 308.8526000976562
71.5 308.8555297851562
76.5 308.8585205078125
81.5 308.8614501953125
86.5 308.8644714355469
91.5 308.8674926757812
96.5 308.8704833984375
101.5 308.8735656738281
106.5 308.8766479492188
111.5 308.8797607421875
116.5 308.8828430175781
121.5 308.8860473632812
126.5 308.8892517089844
131.5 308.8925170898438
136.5 308.8958129882812
141.5 308.899169921875
146.5 308.902587890625
151.5 308.9060363769531
156.5 308.9095458984375
161.5 308.9131469726562
166.5 308.9168395996094
171.5 308.9205322265625
176.5 308.92431640625
181.5 308.92822265625
186.5 308.9321594238281
191.5 308.9361877441406
196.5 308.9402770996094
201.5 308.9444580078125
206.5 308.9487609863281
211.5 308.953125
216.5 308.9575805664062
221.5 308.9620971679688
226.5 308.9666748046875
231.5 308.9714050292969
236.5 308.9761962890625
241.5 308.9810791015625
246.5 308.9860229492188
251.5 308.9910583496094
256.5 308.9962158203125
261.5 309.0014343261719
266.5 309.0067138671875
271.5 309.0121459960938
276.5 309.0176086425781
281.5 309.0231323242188
286.5 309.02880859375
291.5 309.0345153808594
296.5 309.0403442382812
301.5 309.0462036132812
306.5 309.0521545410156
311.5 309.0581970214844
316.5 309.0643310546875
321.5 309.0704956054688
326.5 309.0767211914062
331.5 309.0830993652344
336.5 309.0894470214844
341.5 309.0958862304688
346.5 309.1024169921875
351.5 309.1090087890625
356.5 309.1156616210938
361.5 309.1223754882812
366.5 309.129150390625
371.5 309.135986328125
376.5 309.1428527832031
381.5 309.1498107910156
386.5 309.1567993164062
391.5 309.163818359375
396.5 309.1709594726562
401.5 309.1781005859375
410. 309.1899719238281
420. 309.2045288085938
430. 309.2192687988281
440. 309.2341613769531
450. 309.2492065429688
460. 309.2643432617188
470. 309.2796325683594
480. 309.2950134277344
490. 309.3104858398438
500. 309.3260498046875
510. 309.3416748046875
520. 309.3573608398438
530. 309.3731384277344
540. 309.3889465332031
550. 309.40478515625
560. 309.420654296875
570. 309.4365234375
580. 309.452392578125
590. 309.4683227539062
600. 309.4842529296875
610. 309.5001525878906
620. 309.5160522460938
630. 309.5318908691406
640. 309.5477294921875
650. 309.5635070800781
660. 309.5792846679688
670. 309.5950012207031
680. 309.6106567382812
690. 309.6262512207031
700. 309.6418151855469
710. 309.6572875976562
720. 309.6727294921875
730. 309.6880798339844
740. 309.703369140625
750. 309.7185363769531
760. 309.733642578125
770. 309.7487182617188
780. 309.763671875
790. 309.7785339355469
800. 309.7932739257812
810. 309.8079528808594
820. 309.8225708007812
830. 309.8370361328125
840. 309.8514099121094
850. 309.8656616210938
860. 309.8798522949219
870. 309.8939208984375
880. 309.9078979492188
890. 309.9217529296875
900. 309.9354858398438
910. 309.9491577148438
920. 309.9626770019531
930. 309.97607421875
940. 309.9894104003906
950. 310.0025939941406
960. 310.0156860351562
970. 310.0286865234375
980. 310.04150390625
990. 310.0542602539062
1000. 310.06689453125
1010. 310.0794067382812
1020. 310.0918273925781
1030. 310.1040954589844
1040. 310.1162719726562
1050. 310.1283264160156
