"Convergence history of Static Temperature on point16 (in SI units)"
"Flow Time" "Vertex Maximum Static Temperature"
1. 313.5645751953125
2. 313.7072448730469
3. 313.8523864746094
4. 313.9972534179688
5. 314.1422119140625
6. 314.2860107421875
7. 314.4274597167969
8. 314.5669250488281
9. 314.7044067382812
10. 314.8399963378906
11. 314.974365234375
12. 315.1078186035156
13. 315.2400512695312
14. 315.3708801269531
15. 315.5002746582031
16. 315.62841796875
17. 315.7551574707031
18. 315.8802185058594
19. 316.0035095214844
21. 316.2379760742188
23. 316.4706420898438
25. 316.6944885253906
27. 316.9100341796875
29. 317.1181030273438
31. 317.3174438476562
33. 317.5080261230469
35. 317.6915588378906
37. 317.8682556152344
39. 318.0370788574219
41. 318.2002258300781
43. 318.3567199707031
45. 318.5065002441406
47. 318.6494445800781
49. 318.7852172851562
51. 318.9146118164062
53. 319.0377502441406
56.5 319.2306213378906
61.5 319.4889526367188
66.5 319.7157592773438
71.5 319.9150390625
76.5 320.0896606445312
81.5 320.2426147460938
86.5 320.3731384277344
91.5 320.4890747070312
96.5 320.5893249511719
101.5 320.6728820800781
106.5 320.7450256347656
111.5 320.8076171875
116.5 320.8585510253906
121.5 320.9006958007812
126.5 320.9358520507812
131.5 320.9626159667969
136.5 320.9833068847656
141.5 320.9972534179688
146.5 321.0039672851562
151.5 321.0057983398438
156.5 321.0038452148438
161.5 320.998046875
166.5 320.9862670898438
171.5 320.9718627929688
176.5 320.9544677734375
181.5 320.9344787597656
186.5 320.912109375
191.5 320.8871459960938
196.5 320.8593139648438
201.5 320.8296813964844
206.5 320.798583984375
211.5 320.7656555175781
216.5 320.730224609375
221.5 320.6939697265625
226.5 320.6575927734375
231.5 320.6195678710938
236.5 320.5801696777344
241.5 320.5399780273438
246.5 320.4989318847656
251.5 320.4569091796875
256.5 320.4141845703125
261.5 320.3710327148438
266.5 320.3271789550781
271.5 320.2831420898438
276.5 320.2380981445312
281.5 320.1915588378906
286.5 320.1445617675781
291.5 320.0976257324219
296.5 320.0506896972656
301.5 320.0028076171875
306.5 319.9542236328125
311.5 319.9057312011719
316.5 319.8571166992188
321.5 319.8082580566406
326.5 319.7588195800781
331.5 319.7098388671875
336.5 319.6605529785156
341.5 319.6109619140625
346.5 319.5613708496094
351.5 319.5117492675781
356.5 319.4618835449219
361.5 319.4110412597656
366.5 319.3602600097656
371.5 319.3097229003906
376.5 319.2591552734375
381.5 319.2083129882812
386.5 319.1582946777344
391.5 319.1087036132812
396.5 319.0587463378906
401.5 319.0079956054688
410. 318.9254150390625
420. 318.8252868652344
430. 318.7239074707031
440. 318.6227722167969
450. 318.5227355957031
460. 318.4225463867188
470. 318.3234558105469
480. 318.2247009277344
490. 318.1272583007812
500. 318.0299682617188
510. 317.9320373535156
520. 317.8350524902344
530. 317.7382202148438
540. 317.6419372558594
550. 317.5464172363281
560. 317.4513549804688
570. 317.3569641113281
580. 317.2633056640625
590. 317.1710510253906
600. 317.0798950195312
610. 316.9889526367188
620. 316.8986206054688
630. 316.8089904785156
640. 316.7202758789062
650. 316.6321105957031
660. 316.5448303222656
670. 316.4580688476562
680. 316.3724975585938
690. 316.2872619628906
700. 316.2027893066406
710. 316.119384765625
720. 316.036865234375
730. 315.9555053710938
740. 315.8748168945312
750. 315.7949829101562
760. 315.7159423828125
770. 315.6372680664062
780. 315.5594787597656
790. 315.4826049804688
800. 315.4072570800781
810. 315.332275390625
820. 315.2582092285156
830. 315.1848449707031
840. 315.1123657226562
850. 315.0405883789062
860. 314.9697265625
870. 314.8998413085938
880. 314.8307800292969
890. 314.7627258300781
900. 314.695556640625
910. 314.6291198730469
920. 314.5635681152344
930. 314.4988403320312
940. 314.4350891113281
950. 314.3720092773438
960. 314.309814453125
970. 314.2484130859375
980. 314.1876831054688
990. 314.1275329589844
1000. 314.0681457519531
1010. 314.0096130371094
1020. 313.9517211914062
1030. 313.8944702148438
1040. 313.8380432128906
1050. 313.7831420898438
